age,job,marital,education,default,balance,housing,loan
36,admin.,single,tertiary,no,909,yes,no
25,blue-collar,divorced,secondary,no,-404,yes,no
46,admin.,married,secondary,no,1280,no,no
43,technician,married,tertiary,no,249,no,no
28,retired,married,secondary,no,139,yes,no
51,technician,married,tertiary,no,3738,yes,yes
30,retired,single,secondary,no,237,yes,no
34,admin.,married,secondary,no,540,yes,no
52,admin.,single,tertiary,no,1535,no,no
46,admin.,divorced,secondary,no,1562,yes,no
30,services,married,secondary,yes,190,yes,yes
35,management,married,tertiary,no,1741,yes,no
38,management,married,primary,no,275,yes,yes
53,blue-collar,married,secondary,no,1022,yes,no
31,services,married,primary,no,725,yes,no
29,admin.,married,tertiary,no,137,no,no
25,admin.,single,tertiary,no,1443,yes,no
23,services,single,tertiary,no,728,yes,no
36,services,married,secondary,no,559,no,no
34,technician,married,tertiary,no,9,no,no
44,admin.,divorced,tertiary,no,20,yes,no
54,services,single,secondary,no,1314,yes,no
38,admin.,married,secondary,no,1081,yes,yes
48,technician,divorced,secondary,no,616,yes,yes
34,management,single,unknown,no,3432,no,no
34,admin.,divorced,tertiary,no,289,no,no
30,blue-collar,single,primary,no,643,no,no
29,admin.,married,primary,no,2402,no,no
48,entrepreneur,married,secondary,no,1994,no,no
37,blue-collar,married,secondary,no,1319,yes,no
50,admin.,divorced,tertiary,no,1201,no,no
27,technician,married,secondary,no,4255,no,no
23,technician,married,unknown,no,1110,no,no
46,technician,married,secondary,no,1156,yes,no
45,admin.,divorced,tertiary,no,371,yes,yes
49,blue-collar,divorced,secondary,no,1756,yes,no
34,blue-collar,married,secondary,no,2325,yes,no
24,management,single,tertiary,no,5190,yes,yes
54,admin.,married,secondary,no,2011,no,no
28,management,divorced,primary,no,-129,no,yes
52,services,divorced,secondary,no,930,yes,no
36,entrepreneur,married,tertiary,no,238,yes,no
32,technician,married,tertiary,no,270,no,no
32,technician,married,tertiary,yes,-199,no,yes
29,blue-collar,married,secondary,no,-262,yes,no
32,technician,married,primary,no,2901,yes,no
47,admin.,single,secondary,no,2330,no,no
32,admin.,married,secondary,no,1662,no,no
36,self-employed,married,secondary,no,-157,no,no
47,admin.,single,secondary,no,151,no,no
25,management,married,secondary,no,1342,no,no
56,blue-collar,single,tertiary,no,541,no,no
24,technician,married,secondary,no,502,no,yes
47,admin.,married,tertiary,no,353,yes,no
34,management,single,tertiary,no,1417,yes,no
22,blue-collar,married,secondary,no,1267,yes,no
34,admin.,married,secondary,no,45,yes,no
48,technician,married,tertiary,no,2970,no,no
25,technician,married,tertiary,no,1848,no,no
20,blue-collar,divorced,secondary,no,5620,no,yes
43,blue-collar,married,secondary,no,1468,yes,no
49,blue-collar,married,tertiary,yes,286,yes,no
29,blue-collar,divorced,tertiary,no,-770,yes,yes
46,blue-collar,married,secondary,no,-50,yes,no
37,retired,married,tertiary,no,595,no,no
43,services,single,secondary,no,8833,no,no
41,technician,single,secondary,no,1330,no,no
21,technician,married,primary,no,330,no,no
34,services,single,tertiary,no,501,yes,yes
28,retired,married,tertiary,no,4109,yes,no
39,services,married,secondary,no,9583,no,no
48,blue-collar,divorced,secondary,no,285,yes,yes
31,services,married,tertiary,no,676,yes,no
37,management,divorced,tertiary,no,442,no,no
21,admin.,divorced,tertiary,no,1203,yes,yes
47,services,married,tertiary,no,588,no,yes
25,blue-collar,married,unknown,no,561,no,yes
40,blue-collar,married,secondary,no,1809,yes,no
27,blue-collar,married,secondary,no,730,yes,no
23,retired,married,primary,no,601,no,yes
29,services,divorced,tertiary,no,3002,no,no
32,technician,single,secondary,no,3557,yes,yes
34,services,married,tertiary,no,837,no,no
30,entrepreneur,married,tertiary,no,747,yes,no
31,housemaid,married,tertiary,no,940,yes,no
52,technician,married,primary,no,321,yes,yes
27,admin.,married,secondary,no,676,yes,yes
42,services,married,unknown,no,1494,yes,yes
23,management,married,secondary,yes,1708,yes,no
32,blue-collar,divorced,secondary,no,608,no,no
31,blue-collar,married,secondary,no,5051,yes,no
41,blue-collar,divorced,secondary,no,168,no,no
42,management,married,tertiary,no,-559,no,no
31,technician,single,secondary,no,2016,yes,yes
33,technician,single,secondary,no,211,no,no
32,services,divorced,secondary,no,378,no,no
26,management,married,primary,no,2093,yes,no
34,blue-collar,married,tertiary,no,77,yes,no
52,retired,single,secondary,no,220,yes,no
49,technician,married,secondary,no,5262,yes,no
41,unknown,single,tertiary,no,712,no,no
44,blue-collar,married,secondary,no,373,yes,yes
43,management,married,secondary,no,61,no,no
35,entrepreneur,married,secondary,no,2303,yes,no
34,technician,divorced,secondary,no,1360,yes,no
47,admin.,single,tertiary,no,511,yes,no
44,retired,married,tertiary,no,269,no,no
34,technician,married,secondary,no,86,yes,no
28,unemployed,married,primary,no,524,yes,no
39,technician,married,secondary,no,614,yes,no
31,blue-collar,married,secondary,no,2089,no,no
27,technician,married,secondary,no,289,no,no
44,management,married,primary,no,78,no,no
34,management,married,tertiary,no,921,no,no
25,retired,married,secondary,no,645,no,yes
21,entrepreneur,married,tertiary,no,284,no,no
56,unknown,married,primary,no,1700,no,yes
24,admin.,divorced,secondary,no,315,no,no
28,admin.,married,unknown,no,6222,yes,yes
28,technician,married,secondary,no,3220,yes,no
38,services,single,primary,no,307,yes,yes
54,services,married,tertiary,no,993,no,no
45,blue-collar,married,secondary,no,292,yes,no
30,blue-collar,married,unknown,no,1526,yes,yes
42,technician,married,tertiary,no,1225,no,no
24,blue-collar,married,secondary,no,140,yes,no
38,blue-collar,married,secondary,yes,869,no,no
26,admin.,single,tertiary,no,2454,no,no
31,admin.,divorced,secondary,no,4312,yes,no
21,unknown,single,secondary,no,219,yes,no
28,blue-collar,married,tertiary,no,3466,no,yes
51,admin.,married,tertiary,no,1477,yes,no
36,retired,married,secondary,no,1825,yes,no
59,admin.,single,tertiary,no,186,yes,no
41,technician,married,tertiary,no,277,no,no
20,admin.,married,secondary,yes,469,yes,no
46,admin.,married,tertiary,no,113,yes,no
58,management,divorced,secondary,no,1192,yes,no
37,management,married,primary,no,154,no,no
25,technician,single,secondary,no,1558,no,yes
25,blue-collar,single,secondary,no,-92,no,no
39,management,divorced,tertiary,no,1335,no,no
30,technician,married,tertiary,no,156,no,no
35,services,married,unknown,no,806,no,no
53,blue-collar,divorced,secondary,no,643,no,yes
26,services,divorced,tertiary,no,3194,no,no
48,technician,married,secondary,no,1941,no,no
42,technician,divorced,secondary,no,3558,no,yes
51,blue-collar,married,secondary,no,1419,yes,yes
28,unemployed,married,secondary,no,549,yes,no
42,blue-collar,single,tertiary,no,709,yes,no
33,technician,married,tertiary,no,353,yes,yes
42,management,married,tertiary,no,104,no,no
39,management,married,secondary,yes,303,yes,no
39,blue-collar,married,secondary,no,265,yes,no
36,student,married,secondary,no,1834,yes,no
43,admin.,married,secondary,no,1538,yes,no
22,admin.,married,tertiary,yes,1329,no,yes
36,technician,single,primary,no,3387,no,no
33,blue-collar,married,tertiary,no,239,yes,no
29,management,married,secondary,no,509,no,no
33,technician,married,tertiary,no,7,yes,no
50,self-employed,married,tertiary,no,930,yes,no
59,admin.,married,secondary,no,1383,yes,no
40,blue-collar,single,tertiary,no,1967,yes,no
35,management,divorced,secondary,no,-298,yes,yes
53,blue-collar,married,tertiary,no,-442,no,no
40,management,married,secondary,yes,548,no,no
34,technician,married,secondary,no,2865,yes,no
41,blue-collar,married,tertiary,no,192,yes,no
40,blue-collar,divorced,tertiary,no,224,yes,no
44,admin.,married,secondary,no,443,no,no
24,management,married,tertiary,no,148,yes,yes
47,management,married,tertiary,no,412,no,no
47,blue-collar,married,secondary,yes,1040,no,no
37,management,single,primary,no,8731,yes,no
33,technician,divorced,tertiary,yes,1383,yes,no
31,technician,divorced,tertiary,no,1810,yes,no
25,management,married,tertiary,no,-3,yes,yes
47,services,divorced,primary,no,149,no,no
38,retired,married,tertiary,no,-106,no,no
22,housemaid,married,secondary,no,422,yes,yes
24,blue-collar,married,tertiary,no,209,yes,yes
26,blue-collar,married,secondary,no,3606,yes,no
29,retired,married,tertiary,yes,13975,yes,yes
38,services,single,secondary,no,444,no,no
29,blue-collar,married,primary,no,56,yes,yes
27,blue-collar,divorced,tertiary,no,442,yes,no
62,admin.,married,secondary,no,810,yes,no
22,management,married,tertiary,no,-24,no,no
35,management,single,tertiary,no,2925,yes,no
41,admin.,married,secondary,no,463,yes,no
37,blue-collar,divorced,unknown,no,106,no,yes
48,blue-collar,married,tertiary,no,1229,yes,no
34,technician,divorced,tertiary,no,261,no,no
35,blue-collar,married,secondary,no,620,no,no
48,admin.,married,secondary,no,2133,no,no
41,management,married,tertiary,no,230,no,no
48,services,single,secondary,no,2566,no,yes
31,admin.,married,secondary,no,323,yes,no
24,technician,married,tertiary,no,225,yes,no
38,management,married,secondary,yes,2480,no,no
62,admin.,divorced,secondary,no,2930,yes,yes
34,unknown,single,primary,no,-274,yes,no
51,retired,married,tertiary,no,1830,no,no
35,self-employed,divorced,secondary,no,3918,yes,yes
27,admin.,married,secondary,no,1182,yes,yes
28,admin.,single,secondary,no,11184,yes,no
30,unknown,single,secondary,no,420,no,no
25,services,single,secondary,no,1026,yes,no
50,management,single,secondary,no,292,yes,no
37,admin.,divorced,tertiary,no,259,no,no
44,admin.,single,tertiary,no,5260,no,no
23,blue-collar,married,secondary,no,1960,yes,no
42,admin.,married,secondary,no,555,yes,no
30,admin.,married,secondary,no,2890,yes,yes
36,unknown,married,tertiary,no,419,no,no
35,management,married,secondary,no,1556,yes,yes
28,management,married,secondary,no,2767,yes,no
30,technician,married,secondary,no,582,yes,yes
26,technician,married,secondary,no,638,no,no
48,blue-collar,married,primary,no,650,yes,yes
42,services,married,secondary,no,629,no,yes
38,management,divorced,tertiary,no,259,yes,no
21,blue-collar,married,secondary,no,2816,yes,no
34,admin.,married,secondary,no,436,yes,no
31,admin.,married,secondary,no,2586,yes,yes
56,technician,married,tertiary,no,143,no,no
30,services,married,secondary,no,1214,no,yes
62,management,married,primary,no,223,no,no
39,blue-collar,married,primary,no,-405,yes,no
34,blue-collar,married,tertiary,no,1034,yes,no
48,blue-collar,single,secondary,no,643,no,yes
47,management,single,secondary,no,212,no,yes
32,management,single,secondary,no,-160,yes,no
32,services,married,primary,yes,1351,no,no
56,management,married,secondary,no,557,yes,no
33,technician,single,unknown,no,63,yes,yes
43,blue-collar,married,secondary,no,710,yes,yes
22,technician,single,tertiary,no,283,no,no
35,admin.,single,tertiary,no,506,yes,no
49,blue-collar,single,tertiary,no,204,yes,no
33,technician,married,secondary,no,950,yes,yes
31,admin.,married,secondary,no,267,yes,no
29,blue-collar,married,primary,no,654,yes,no
48,blue-collar,married,secondary,no,1419,no,no
50,management,married,tertiary,no,296,yes,no
56,management,married,tertiary,no,-143,yes,no
33,services,divorced,secondary,no,418,no,no
38,services,married,secondary,no,50,no,no
31,admin.,divorced,secondary,no,3798,yes,yes
25,admin.,divorced,secondary,no,1053,yes,yes
24,blue-collar,married,secondary,no,1198,yes,no
27,management,divorced,primary,no,1751,yes,no
41,management,divorced,secondary,no,309,yes,yes
26,management,divorced,secondary,no,463,yes,no
27,blue-collar,married,tertiary,no,18395,no,no
40,management,married,tertiary,no,116,yes,no
39,blue-collar,single,secondary,yes,-941,no,no
37,blue-collar,divorced,secondary,no,1577,yes,no
21,management,married,unknown,no,112,yes,no
25,management,married,secondary,no,146,no,yes
32,admin.,single,secondary,no,2366,yes,no
27,management,married,secondary,no,-7,no,no
46,management,married,secondary,no,424,yes,no
42,retired,married,secondary,no,230,yes,no
32,services,single,secondary,no,4451,yes,yes
35,technician,divorced,tertiary,no,718,yes,no
36,technician,married,primary,no,-269,no,no
37,management,single,tertiary,no,2080,yes,no
49,technician,married,unknown,no,-96,yes,no
54,unknown,married,unknown,no,2388,yes,no
48,admin.,married,tertiary,no,425,yes,no
29,services,married,primary,no,366,yes,no
35,management,divorced,primary,no,717,yes,no
28,unemployed,divorced,primary,no,47,yes,no
53,blue-collar,married,secondary,no,2475,no,no
35,management,married,secondary,no,4592,no,yes
33,services,divorced,secondary,no,1298,yes,no
53,technician,married,secondary,no,405,no,no
46,admin.,married,secondary,no,535,yes,no
29,technician,married,secondary,no,610,yes,no
37,unemployed,married,tertiary,no,328,no,yes
42,services,married,tertiary,no,-232,no,no
27,services,divorced,secondary,no,796,yes,no
47,management,married,secondary,no,746,yes,no
52,student,married,secondary,no,790,no,no
27,housemaid,married,secondary,yes,430,no,no
38,blue-collar,divorced,secondary,yes,69,yes,no
49,admin.,divorced,secondary,no,418,yes,no
29,retired,married,tertiary,no,598,no,no
61,admin.,married,secondary,no,207,no,no
36,technician,married,secondary,no,-761,no,no
43,services,married,tertiary,yes,617,no,no
31,admin.,married,secondary,no,1987,no,no
51,services,single,tertiary,no,625,no,no
41,admin.,married,secondary,no,1539,no,no
42,technician,married,tertiary,no,2188,no,no
38,blue-collar,married,unknown,no,1525,no,no
36,blue-collar,married,secondary,no,400,yes,no
34,entrepreneur,single,secondary,no,29,no,no
47,blue-collar,married,secondary,no,-220,no,yes
55,blue-collar,married,tertiary,no,82,yes,no
32,blue-collar,married,primary,no,3577,yes,no
50,blue-collar,married,tertiary,no,-25,no,no
22,management,married,secondary,no,343,yes,no
49,unemployed,married,tertiary,no,1867,no,no
53,technician,single,tertiary,no,260,no,no
35,admin.,married,primary,no,664,no,yes
25,admin.,divorced,secondary,no,916,no,yes
23,technician,married,secondary,no,1807,yes,no
20,technician,married,secondary,no,533,no,no
37,technician,married,secondary,no,795,yes,yes
32,technician,divorced,primary,no,1856,no,no
37,technician,divorced,secondary,no,526,no,no
44,retired,divorced,secondary,no,64,no,yes
45,admin.,single,secondary,no,469,no,no
31,blue-collar,divorced,secondary,no,1693,no,no
22,services,married,tertiary,no,-290,yes,no
40,technician,divorced,secondary,yes,-333,no,yes
57,blue-collar,divorced,tertiary,no,3896,no,no
37,management,divorced,secondary,no,1002,no,no
52,technician,married,secondary,no,594,no,no
23,technician,divorced,tertiary,no,4177,yes,yes
23,services,married,primary,no,417,yes,no
26,technician,married,secondary,no,2115,yes,no
43,services,divorced,secondary,no,372,yes,yes
30,admin.,married,tertiary,no,1605,no,no
28,services,married,tertiary,no,577,no,no
37,unknown,divorced,secondary,no,700,no,no
23,blue-collar,married,tertiary,no,2139,no,no
28,management,married,tertiary,no,351,no,no
29,technician,married,secondary,no,-337,no,no
37,technician,divorced,secondary,no,586,yes,no
49,technician,married,tertiary,no,2052,yes,no
28,admin.,divorced,tertiary,no,5,yes,no
41,technician,married,secondary,no,1580,yes,no
21,admin.,married,primary,no,202,no,no
22,admin.,married,tertiary,no,1906,yes,no
48,technician,married,secondary,no,1275,no,no
35,management,divorced,tertiary,no,121,no,no
31,management,married,secondary,no,1075,yes,yes
47,admin.,married,secondary,no,22363,yes,no
37,technician,married,primary,no,345,yes,no
25,technician,married,secondary,no,1394,no,yes
43,technician,married,tertiary,no,1892,yes,no
23,blue-collar,single,primary,no,2039,no,no
42,management,married,secondary,no,627,yes,yes
38,technician,divorced,tertiary,no,1386,yes,no
33,self-employed,divorced,secondary,no,1985,yes,no
48,management,single,secondary,no,2347,yes,no
33,services,married,tertiary,no,3621,yes,no
38,entrepreneur,married,primary,no,71,no,no
23,technician,married,tertiary,no,404,yes,no
34,admin.,married,secondary,no,1535,yes,no
40,management,divorced,secondary,no,-158,yes,yes
57,blue-collar,single,primary,no,3703,no,no
43,technician,divorced,secondary,no,574,yes,no
27,student,divorced,unknown,no,377,no,yes
31,retired,married,secondary,no,1557,yes,no
25,blue-collar,single,secondary,no,670,yes,no
25,housemaid,divorced,secondary,no,4050,no,no
33,services,single,secondary,yes,1153,yes,no
27,entrepreneur,single,tertiary,no,-181,yes,yes
43,management,married,primary,no,522,yes,no
44,blue-collar,married,primary,no,4043,no,no
77,management,married,secondary,no,1211,no,no
49,management,divorced,secondary,no,26268,no,no
47,blue-collar,married,secondary,no,4355,yes,no
30,technician,married,secondary,no,3092,no,yes
39,blue-collar,single,secondary,no,1362,yes,no
51,services,divorced,tertiary,no,-736,no,yes
43,technician,married,secondary,no,3583,no,no
44,blue-collar,married,secondary,no,620,yes,no
28,management,married,secondary,no,1878,no,no
37,blue-collar,single,primary,no,608,yes,no
48,services,married,tertiary,yes,1654,no,no
30,technician,divorced,secondary,no,3011,yes,yes
29,services,single,tertiary,no,12,yes,no
34,technician,married,secondary,no,1511,yes,no
52,blue-collar,divorced,tertiary,no,621,yes,no
43,blue-collar,married,secondary,no,247,yes,no
31,blue-collar,single,secondary,no,2652,yes,yes
25,technician,divorced,secondary,no,355,yes,no
59,technician,married,unknown,no,816,no,no
33,management,married,secondary,no,371,yes,no
44,services,married,tertiary,no,1982,no,yes
44,technician,divorced,secondary,no,3195,yes,no
29,self-employed,married,secondary,no,3746,yes,no
36,technician,married,secondary,no,2004,no,yes
38,admin.,single,tertiary,no,1551,no,yes
37,technician,married,secondary,no,3329,yes,no
48,management,married,tertiary,no,7170,no,no
29,admin.,single,tertiary,no,105,yes,yes
47,management,married,tertiary,no,270,yes,no
29,blue-collar,married,tertiary,no,3648,yes,no
32,services,single,secondary,no,1055,no,no
25,technician,married,secondary,no,47,yes,no
33,retired,married,tertiary,no,80,no,no
29,technician,married,tertiary,no,21200,yes,no
52,management,married,tertiary,no,233,no,no
49,management,married,primary,no,-24,no,no
57,admin.,single,secondary,no,2007,yes,no
28,retired,single,tertiary,no,3884,yes,yes
44,management,married,primary,no,2439,yes,yes
46,management,single,primary,no,216,no,no
44,technician,married,tertiary,no,759,no,no
53,services,single,tertiary,no,2817,yes,no
35,admin.,single,secondary,no,-130,yes,no
35,services,married,secondary,no,1203,no,no
24,retired,single,secondary,no,9372,no,yes
34,blue-collar,married,secondary,no,3254,yes,yes
59,blue-collar,single,tertiary,no,-967,yes,no
24,blue-collar,married,tertiary,no,243,yes,yes
35,blue-collar,married,secondary,no,149,no,yes
36,blue-collar,married,secondary,no,1099,yes,no
36,management,married,secondary,no,6429,no,yes
52,technician,divorced,secondary,no,2190,yes,no
43,blue-collar,single,tertiary,no,555,no,no
53,management,married,secondary,no,543,no,yes
33,admin.,divorced,secondary,no,1808,no,no
34,technician,single,secondary,no,608,yes,yes
26,services,married,secondary,no,725,no,no
36,blue-collar,married,secondary,no,775,yes,no
38,services,married,secondary,no,128,no,yes
34,unemployed,single,secondary,no,-1136,no,no
39,technician,divorced,tertiary,no,2735,no,yes
27,self-employed,married,primary,no,5289,yes,no
52,blue-collar,married,secondary,no,11493,no,no
23,technician,single,tertiary,no,239,no,no
28,retired,married,tertiary,no,-455,yes,yes
26,blue-collar,married,secondary,no,4264,no,no
44,admin.,married,secondary,no,478,no,yes
30,management,married,primary,yes,969,no,no
37,management,married,secondary,no,807,no,yes
30,admin.,married,tertiary,no,1399,no,yes
36,admin.,married,primary,no,-1135,yes,no
23,management,married,primary,no,-420,yes,no
37,management,married,secondary,no,-184,yes,no
43,management,married,tertiary,no,426,yes,yes
30,blue-collar,single,secondary,no,25287,no,no
23,admin.,divorced,secondary,no,145,no,no
33,admin.,married,secondary,no,1956,yes,no
28,entrepreneur,divorced,secondary,no,1078,yes,no
26,technician,divorced,secondary,no,2782,no,no
39,admin.,single,secondary,no,-109,yes,yes
24,admin.,married,unknown,no,1214,yes,no
34,blue-collar,married,secondary,no,1676,yes,yes
27,management,single,tertiary,no,3133,yes,no
41,admin.,married,primary,no,470,no,no
36,unemployed,married,secondary,no,11304,yes,no
25,services,married,secondary,no,-39,no,no
39,technician,divorced,secondary,no,3833,no,no
20,technician,married,tertiary,no,312,no,yes
46,admin.,married,secondary,no,2128,yes,no
34,admin.,single,primary,no,1883,no,no
28,blue-collar,married,secondary,no,7926,no,no
27,management,married,unknown,yes,1184,no,yes
50,retired,married,secondary,no,485,no,yes
58,blue-collar,married,secondary,no,460,no,no
34,admin.,divorced,tertiary,no,1784,yes,no
34,technician,married,secondary,no,3277,yes,no
41,self-employed,single,tertiary,no,988,yes,no
30,technician,married,secondary,no,463,yes,no
45,blue-collar,married,secondary,no,372,no,no
49,management,married,secondary,yes,365,yes,yes
39,unknown,single,secondary,no,27397,yes,no
47,technician,married,secondary,yes,2795,no,no
35,admin.,divorced,tertiary,no,375,no,no
54,blue-collar,single,secondary,no,3735,yes,no
21,blue-collar,married,secondary,no,1089,yes,no
49,admin.,married,primary,no,663,no,no
34,housemaid,divorced,unknown,no,2432,yes,yes
27,retired,married,secondary,no,53,yes,yes
30,management,single,secondary,no,438,no,no
45,technician,married,unknown,no,1308,yes,yes
34,blue-collar,divorced,secondary,no,1809,yes,no
28,retired,single,secondary,no,-380,no,yes
49,blue-collar,divorced,tertiary,no,2850,no,no
26,admin.,divorced,secondary,no,2094,no,yes
47,technician,divorced,secondary,no,3677,yes,no
29,housemaid,married,secondary,no,263,no,no
33,admin.,single,primary,yes,438,yes,no
26,services,divorced,tertiary,no,2219,no,yes
49,retired,married,secondary,no,65,yes,no
53,technician,married,secondary,no,3286,yes,yes
57,management,married,tertiary,no,469,no,yes
40,unemployed,married,tertiary,no,5262,no,yes
53,admin.,divorced,unknown,no,-134,yes,no
30,management,married,tertiary,no,2388,no,no
25,technician,married,tertiary,no,393,yes,no
48,blue-collar,married,secondary,no,483,no,no
28,admin.,married,secondary,no,1323,no,no
37,blue-collar,married,secondary,no,6898,yes,no
29,management,single,tertiary,no,2073,no,no
47,admin.,single,tertiary,no,351,no,no
41,management,married,unknown,no,738,no,no
32,technician,married,primary,no,1780,yes,no
56,admin.,married,secondary,no,61,no,no
31,student,married,tertiary,no,2674,no,yes
34,services,married,unknown,no,380,no,no
31,blue-collar,married,secondary,no,-1138,no,yes
27,technician,married,tertiary,no,198,no,no
41,technician,married,primary,no,1136,no,no
25,technician,single,secondary,no,362,no,no
43,retired,divorced,secondary,no,1047,no,no
38,technician,single,unknown,no,3041,no,no
56,blue-collar,married,tertiary,no,-59,yes,no
33,blue-collar,divorced,primary,no,549,yes,no
40,management,married,secondary,no,1954,no,no
34,blue-collar,married,secondary,no,319,yes,no
35,admin.,married,tertiary,no,590,no,yes
48,blue-collar,married,tertiary,no,272,no,no
25,services,married,tertiary,yes,903,yes,no
50,admin.,married,secondary,yes,-383,no,yes
28,services,single,tertiary,no,506,no,no
47,management,married,secondary,no,-203,no,no
50,management,married,secondary,no,147,yes,yes
53,admin.,single,secondary,no,-61,no,no
40,management,married,tertiary,no,338,yes,no
25,admin.,married,tertiary,no,267,yes,no
26,management,married,tertiary,no,596,yes,no
37,blue-collar,married,secondary,no,4154,yes,no
53,admin.,divorced,secondary,yes,587,yes,no
36,admin.,married,secondary,yes,121,yes,yes
32,technician,married,secondary,no,214,yes,no
48,admin.,married,secondary,no,297,no,no
25,technician,single,secondary,no,1226,no,no
33,services,married,primary,no,122,yes,no
22,blue-collar,married,secondary,no,2049,yes,no
43,management,single,tertiary,no,-202,yes,no
33,management,married,secondary,no,1068,yes,no
46,admin.,married,secondary,no,1394,no,no
40,blue-collar,married,tertiary,no,405,yes,no
32,admin.,single,secondary,no,-84,yes,yes
37,admin.,married,primary,no,246,yes,no
31,retired,married,tertiary,no,2073,yes,no
28,management,divorced,primary,no,529,no,no
62,services,married,primary,no,5408,yes,no
50,blue-collar,married,secondary,no,539,yes,no
39,admin.,married,secondary,no,1917,no,no
29,admin.,divorced,tertiary,no,-49,no,yes
35,admin.,married,unknown,no,138,yes,no
51,management,married,secondary,no,1965,yes,no
24,technician,married,secondary,no,2855,no,yes
54,blue-collar,divorced,primary,no,1943,no,yes
28,management,divorced,secondary,no,394,no,no
48,services,divorced,secondary,no,62,yes,no
37,management,married,tertiary,no,574,no,no
33,services,married,tertiary,no,609,no,no
50,blue-collar,married,tertiary,no,1414,no,no
42,blue-collar,divorced,secondary,no,444,no,yes
57,management,single,primary,no,2016,yes,no
27,blue-collar,single,tertiary,no,-256,no,no
53,technician,married,tertiary,no,463,no,yes
35,admin.,single,unknown,no,611,yes,no
28,admin.,married,secondary,no,371,no,no
44,technician,married,secondary,no,511,yes,yes
30,blue-collar,married,secondary,no,-90,yes,yes
26,technician,married,tertiary,no,1081,no,yes
30,services,married,secondary,no,271,no,yes
40,technician,married,tertiary,no,1716,no,yes
33,technician,married,secondary,no,3885,no,no
44,management,married,primary,no,453,no,yes
51,blue-collar,married,tertiary,no,391,yes,no
28,technician,married,secondary,no,1990,yes,no
23,management,married,tertiary,yes,2330,no,no
41,management,divorced,unknown,no,13384,no,no
56,admin.,married,secondary,no,19407,no,yes
36,admin.,single,primary,no,298,yes,no
26,blue-collar,married,tertiary,no,12508,no,yes
45,admin.,married,secondary,no,3276,no,no
32,admin.,divorced,secondary,no,319,yes,no
55,technician,married,secondary,no,6698,yes,no
41,admin.,divorced,secondary,no,1102,no,yes
38,management,married,tertiary,no,620,no,no
35,admin.,divorced,secondary,no,342,no,no
24,blue-collar,married,tertiary,no,1533,no,no
28,technician,married,secondary,no,1255,yes,yes
26,technician,married,primary,no,279,no,no
33,retired,single,secondary,no,286,yes,no
47,management,married,secondary,no,1731,yes,no
57,unknown,married,primary,no,1390,no,yes
39,blue-collar,married,primary,no,418,yes,no
52,technician,single,secondary,yes,656,yes,no
56,technician,married,secondary,no,1206,yes,no
28,blue-collar,married,tertiary,no,420,no,no
47,technician,divorced,secondary,no,100,no,no
39,retired,married,secondary,no,553,no,no
29,blue-collar,married,tertiary,no,1608,yes,yes
21,services,divorced,primary,no,499,no,no
49,technician,single,secondary,no,1443,no,no
59,admin.,married,primary,no,800,yes,no
34,blue-collar,married,tertiary,no,3560,yes,no
51,blue-collar,married,secondary,no,714,yes,yes
26,unemployed,married,tertiary,no,13172,yes,yes
60,blue-collar,married,primary,no,762,no,no
40,services,married,secondary,no,603,yes,yes
31,blue-collar,divorced,secondary,no,304,no,no
60,admin.,divorced,tertiary,no,469,yes,no
23,blue-collar,married,secondary,no,4335,no,no
46,technician,married,tertiary,no,323,no,no
47,technician,married,secondary,no,1285,yes,no
37,technician,married,secondary,no,776,yes,yes
22,retired,married,secondary,no,907,no,no
52,management,married,secondary,no,1567,no,yes
20,retired,married,primary,no,1583,yes,no
51,technician,married,secondary,no,2116,no,yes
35,admin.,married,secondary,no,344,no,no
39,management,divorced,secondary,yes,1581,no,no
29,blue-collar,single,secondary,no,2110,no,no
59,management,married,primary,no,301,yes,no
31,blue-collar,married,secondary,no,1900,no,no
38,services,married,tertiary,no,1242,no,no
35,admin.,married,secondary,no,975,yes,no
45,technician,married,secondary,no,1444,yes,yes
46,blue-collar,married,unknown,no,691,no,no
47,management,married,tertiary,no,640,no,no
27,management,single,tertiary,yes,1599,no,no
33,blue-collar,married,tertiary,no,424,yes,no
31,technician,married,primary,no,1391,no,no
40,management,divorced,secondary,no,3899,yes,no
24,blue-collar,married,tertiary,no,1590,yes,yes
50,self-employed,married,secondary,no,547,no,no
28,retired,married,secondary,no,158,no,no
38,technician,married,secondary,no,-213,yes,no
57,self-employed,married,tertiary,no,715,no,no
59,technician,single,secondary,no,4220,no,yes
29,retired,married,secondary,no,394,no,no
50,blue-collar,married,unknown,no,641,yes,no
43,self-employed,married,tertiary,no,1200,no,no
24,services,single,tertiary,no,593,no,no
29,management,single,secondary,no,855,no,no
37,technician,married,unknown,no,361,no,no
30,technician,married,secondary,no,1260,yes,no
38,blue-collar,single,secondary,no,1633,no,no
28,management,married,secondary,no,923,no,no
23,blue-collar,single,tertiary,no,815,no,yes
47,self-employed,married,secondary,no,97,yes,yes
65,management,married,secondary,no,5761,yes,no
33,blue-collar,married,tertiary,no,349,no,yes
34,management,married,secondary,no,187,no,no
45,services,divorced,secondary,no,1392,yes,no
51,technician,married,tertiary,no,-52,no,no
46,admin.,married,secondary,no,2664,yes,yes
34,admin.,married,primary,no,1177,yes,no
31,management,married,secondary,no,4076,no,no
