contact,day,month,duration,campaign,pdays,previous,poutcome,y_bool
cellular,12,jul,140,1,-1,0,unknown,1
telephone,2,nov,230,2,-1,0,unknown,0
telephone,5,may,207,1,-1,0,unknown,0
unknown,1,jul,97,1,-1,0,unknown,0
cellular,13,jul,74,2,-1,0,unknown,1
cellular,7,jun,96,3,61,0,unknown,1
cellular,16,apr,404,1,-1,6,unknown,0
cellular,11,may,304,2,-1,0,unknown,0
cellular,9,sep,19,2,-1,0,unknown,1
cellular,31,nov,133,3,-1,0,unknown,1
cellular,15,jul,396,2,-1,0,failure,0
unknown,17,jul,74,2,-1,0,unknown,1
cellular,17,jun,143,1,58,1,failure,1
unknown,17,jul,342,2,144,0,unknown,0
cellular,8,may,78,3,-1,0,unknown,0
unknown,12,jul,158,1,-1,0,failure,0
cellular,3,jul,73,1,-1,0,unknown,0
telephone,6,jul,62,1,-1,0,other,1
cellular,4,jul,744,3,-1,2,unknown,0
telephone,5,may,243,1,-1,0,unknown,0
telephone,8,aug,104,2,-1,4,unknown,0
cellular,31,jul,9,2,-1,0,failure,0
unknown,23,may,149,1,-1,2,unknown,0
unknown,15,feb,93,1,-1,3,failure,0
cellular,1,dec,124,1,-1,0,unknown,0
cellular,5,jun,80,1,-1,0,unknown,1
cellular,12,jun,78,1,-1,0,unknown,0
cellular,2,jan,88,2,-1,0,failure,0
telephone,13,jul,172,2,21,0,unknown,0
cellular,18,aug,41,1,-1,0,unknown,1
cellular,5,jul,472,2,-1,2,failure,0
unknown,12,jul,298,2,-1,0,unknown,0
cellular,20,may,206,1,-1,0,failure,1
telephone,5,jun,8,1,-1,0,unknown,0
unknown,3,aug,231,1,235,0,failure,0
cellular,4,jul,1044,1,-1,0,unknown,0
cellular,7,mar,254,2,-1,0,unknown,0
cellular,23,may,7,1,-1,0,unknown,1
cellular,5,may,43,2,-1,0,unknown,1
telephone,13,jul,84,2,-1,0,unknown,0
unknown,2,jun,81,1,165,0,unknown,0
unknown,13,may,561,1,-1,0,unknown,0
unknown,18,apr,74,3,-1,0,unknown,0
unknown,8,may,278,2,-1,0,failure,1
cellular,21,apr,83,2,-1,0,unknown,0
telephone,7,jun,52,2,-1,0,unknown,1
cellular,11,jul,58,2,-1,0,other,0
cellular,22,apr,537,2,-1,0,unknown,0
cellular,14,feb,204,2,-1,0,unknown,0
cellular,3,nov,284,2,-1,0,unknown,1
cellular,2,jul,81,1,-1,0,unknown,0
unknown,12,jul,31,2,-1,0,unknown,0
telephone,3,nov,31,2,-1,0,failure,1
cellular,16,may,143,2,-1,0,unknown,0
cellular,14,apr,187,1,-1,0,unknown,0
cellular,10,jul,137,2,-1,0,unknown,0
cellular,3,oct,281,2,-1,0,unknown,1
cellular,2,jul,1032,2,-1,0,failure,0
cellular,4,jul,405,1,-1,0,unknown,0
cellular,12,jul,93,2,-1,0,unknown,0
unknown,17,may,86,2,-1,0,unknown,0
unknown,5,jun,379,1,-1,0,unknown,0
cellular,23,aug,245,2,-1,0,success,1
unknown,6,jan,15,2,-1,0,unknown,0
cellular,16,aug,263,1,-1,0,unknown,0
unknown,9,aug,92,1,-1,0,unknown,0
cellular,12,aug,16,2,-1,0,unknown,0
cellular,6,jul,229,1,-1,0,unknown,0
cellular,5,may,158,2,-1,0,unknown,0
unknown,17,jun,516,2,-1,0,unknown,0
telephone,4,feb,297,2,-1,0,unknown,0
cellular,16,jul,180,2,-1,0,unknown,0
unknown,12,may,5,1,-1,0,unknown,0
cellular,2,jun,74,4,-1,0,unknown,1
unknown,8,apr,822,2,-1,0,unknown,1
cellular,5,feb,189,1,-1,0,unknown,0
unknown,10,jan,179,1,-1,0,unknown,1
cellular,6,may,230,2,-1,0,unknown,0
unknown,6,jun,228,2,-1,0,unknown,0
telephone,13,may,157,1,-1,0,unknown,0
cellular,16,jan,271,3,-1,2,unknown,0
cellular,7,apr,900,2,-1,0,unknown,0
unknown,1,aug,566,2,-1,0,unknown,1
cellular,6,may,9,2,-1,0,unknown,1
cellular,9,jun,193,2,18,0,other,1
unknown,26,nov,621,1,-1,0,unknown,0
cellular,5,jul,298,1,-1,0,unknown,0
cellular,6,aug,229,1,-1,0,other,0
cellular,7,nov,188,2,-1,0,unknown,1
cellular,12,jun,162,2,-1,0,unknown,0
cellular,3,jun,262,2,-1,0,failure,1
unknown,3,apr,310,2,-1,0,unknown,1
unknown,4,jun,987,1,-1,0,unknown,0
cellular,10,jul,264,1,-1,0,success,0
cellular,12,aug,22,2,-1,0,failure,0
cellular,27,nov,242,3,-1,3,unknown,0
cellular,10,jul,8,2,-1,0,unknown,0
cellular,8,jun,67,2,-1,0,failure,0
unknown,4,jul,88,1,-1,0,unknown,0
cellular,12,nov,142,2,-1,0,failure,0
cellular,10,nov,108,1,-1,0,unknown,1
cellular,23,nov,874,1,-1,0,unknown,0
telephone,22,jul,186,1,-1,0,failure,0
unknown,3,jul,6,2,-1,0,unknown,0
unknown,3,nov,259,2,-1,0,failure,1
cellular,4,jul,933,6,-1,0,unknown,1
cellular,9,nov,170,1,-1,0,unknown,0
cellular,4,nov,168,2,-1,0,unknown,0
cellular,31,may,252,1,-1,0,unknown,0
unknown,3,jul,254,2,-1,0,unknown,0
cellular,11,apr,215,1,-1,0,unknown,1
cellular,24,nov,1346,1,63,4,failure,0
cellular,15,jun,107,2,-1,0,unknown,1
cellular,15,jul,108,2,-1,0,failure,1
cellular,6,jun,371,2,-1,0,unknown,0
cellular,6,jul,89,2,282,0,other,0
telephone,19,jul,238,3,-1,0,unknown,0
telephone,7,may,205,2,-1,0,unknown,1
cellular,10,jul,261,1,-1,0,unknown,0
cellular,1,may,574,2,-1,0,unknown,0
cellular,14,jun,114,1,-1,0,failure,1
cellular,31,aug,327,2,-1,0,unknown,0
unknown,6,jun,30,2,-1,2,unknown,1
unknown,21,nov,156,2,-1,0,unknown,0
cellular,4,jun,147,1,-1,0,unknown,1
cellular,14,may,67,2,-1,0,unknown,0
cellular,8,aug,96,3,-1,0,unknown,0
unknown,9,jul,152,1,-1,0,success,0
telephone,4,may,352,1,-1,0,unknown,0
unknown,29,may,91,1,-1,0,unknown,0
cellular,7,jul,245,2,-1,0,unknown,0
unknown,3,jul,37,2,-1,0,unknown,0
cellular,15,may,240,1,-1,0,unknown,0
cellular,3,jul,246,1,-1,0,unknown,0
cellular,31,aug,276,2,-1,0,unknown,0
telephone,1,apr,294,1,-1,0,unknown,0
unknown,2,may,1114,2,-1,0,failure,0
cellular,2,jul,83,2,-1,0,unknown,0
cellular,18,apr,972,2,-1,2,unknown,1
unknown,13,nov,314,1,-1,0,unknown,1
cellular,12,may,635,2,-1,0,unknown,0
telephone,7,jul,64,1,-1,0,unknown,0
cellular,11,jul,59,2,-1,0,unknown,0
cellular,17,may,86,2,-1,0,unknown,1
unknown,7,jul,167,1,-1,0,unknown,1
unknown,15,jul,166,1,-1,3,unknown,1
cellular,21,jul,293,1,-1,0,unknown,1
cellular,17,may,141,1,-1,0,unknown,1
telephone,1,jul,300,1,-1,0,unknown,0
cellular,14,jul,221,3,-1,0,unknown,0
cellular,20,aug,243,2,-1,0,unknown,1
unknown,14,nov,202,1,-1,0,unknown,1
cellular,12,may,85,1,-1,0,unknown,0
cellular,5,may,413,1,-1,0,unknown,0
cellular,26,jun,129,3,-1,0,unknown,1
cellular,24,jul,334,2,-1,0,unknown,0
unknown,28,jan,260,2,-1,0,unknown,1
cellular,2,jul,281,2,-1,0,unknown,0
unknown,1,mar,1309,1,-1,0,failure,0
cellular,14,jun,217,1,-1,1,unknown,1
cellular,27,aug,120,2,-1,0,failure,0
cellular,23,jun,27,2,-1,0,other,0
unknown,2,nov,116,3,-1,0,failure,0
cellular,11,may,183,1,-1,0,unknown,1
unknown,23,jul,287,2,-1,0,unknown,1
cellular,17,jul,138,2,-1,0,unknown,0
cellular,3,nov,185,2,-1,0,unknown,0
unknown,4,jul,94,2,-1,0,other,1
cellular,6,may,311,2,90,0,failure,0
cellular,1,jun,242,1,-1,0,unknown,1
cellular,4,apr,255,3,-1,0,unknown,0
unknown,8,jul,709,2,-1,0,failure,0
unknown,4,apr,841,1,-1,0,unknown,0
cellular,5,jun,118,2,-1,0,failure,0
cellular,5,nov,774,1,-1,0,unknown,0
cellular,9,jun,1455,2,-1,0,failure,0
cellular,4,apr,570,2,-1,0,unknown,0
cellular,8,apr,169,2,-1,0,unknown,0
cellular,15,jul,144,4,-1,0,unknown,0
cellular,7,jul,223,2,-1,0,unknown,0
cellular,5,apr,163,3,-1,0,unknown,0
cellular,5,jul,258,2,-1,0,unknown,0
cellular,14,mar,216,2,-1,0,unknown,1
unknown,13,jun,152,3,-1,0,unknown,0
unknown,15,jun,442,1,-1,0,unknown,0
cellular,3,aug,43,2,-1,0,unknown,0
cellular,17,nov,391,2,-1,0,unknown,0
telephone,12,jun,183,1,-1,0,failure,0
unknown,6,jul,376,4,-1,0,unknown,0
cellular,30,may,113,1,-1,0,failure,1
cellular,16,sep,190,6,-1,0,unknown,0
cellular,11,aug,1164,2,-1,0,unknown,0
unknown,12,nov,409,2,-1,1,unknown,0
unknown,9,jul,71,6,-1,0,success,0
unknown,8,jul,506,4,-1,0,other,0
unknown,3,nov,148,2,-1,0,unknown,1
unknown,14,jul,310,2,-1,0,failure,0
unknown,29,feb,77,2,-1,0,success,1
unknown,1,may,452,2,-1,0,unknown,1
cellular,17,nov,56,1,-1,0,unknown,0
cellular,6,apr,53,1,-1,1,unknown,0
unknown,9,apr,188,4,-1,0,failure,0
unknown,3,jun,250,2,-1,0,unknown,0
cellular,5,apr,204,4,-1,0,unknown,1
cellular,19,jul,230,2,-1,0,unknown,0
cellular,8,jun,67,4,-1,0,unknown,0
unknown,6,feb,268,2,-1,0,unknown,1
cellular,29,jan,153,1,-1,0,unknown,0
cellular,15,aug,6,2,-1,0,unknown,0
cellular,14,mar,287,1,-1,0,unknown,0
cellular,15,jul,50,1,-1,0,failure,0
unknown,4,jul,355,2,-1,0,unknown,1
cellular,6,feb,193,1,-1,0,unknown,0
cellular,19,aug,342,1,-1,0,unknown,1
telephone,29,nov,49,2,-1,0,unknown,0
cellular,13,sep,319,1,-1,0,unknown,0
cellular,13,jul,127,2,-1,0,unknown,0
cellular,26,jul,93,2,-1,0,unknown,0
cellular,16,may,687,2,-1,0,unknown,0
cellular,8,mar,343,2,-1,0,unknown,0
cellular,18,jun,28,1,-1,0,unknown,0
cellular,15,jul,198,6,-1,0,unknown,0
cellular,7,jul,17,2,65,0,unknown,0
unknown,11,jul,80,2,-1,0,unknown,0
cellular,28,aug,244,2,-1,0,unknown,1
unknown,14,feb,35,3,58,0,failure,0
cellular,13,apr,130,1,-1,0,unknown,1
cellular,2,jun,244,3,-1,0,failure,0
unknown,1,jul,310,2,-1,0,unknown,0
cellular,8,jun,9,2,-1,0,failure,1
cellular,9,may,88,2,-1,0,failure,1
cellular,5,jul,6,2,-1,0,failure,0
unknown,6,jul,194,1,-1,0,failure,0
unknown,14,may,4,2,-1,0,other,1
cellular,8,jul,110,2,-1,0,unknown,0
telephone,15,apr,210,2,-1,0,unknown,1
cellular,22,jul,235,2,-1,0,failure,1
cellular,30,may,210,1,-1,0,failure,1
cellular,3,nov,352,1,-1,0,failure,0
telephone,14,apr,203,1,-1,0,unknown,0
cellular,3,jun,794,6,-1,0,unknown,0
cellular,20,apr,150,1,-1,0,unknown,0
cellular,13,jul,188,4,-1,0,unknown,1
cellular,14,nov,855,1,-1,0,unknown,0
unknown,3,may,11,1,-1,0,unknown,0
cellular,8,jun,118,1,-1,0,failure,0
unknown,13,oct,76,2,-1,0,unknown,0
unknown,12,may,53,1,-1,0,unknown,0
cellular,16,aug,77,1,-1,0,failure,0
cellular,23,jul,7,2,-1,0,failure,0
cellular,18,jun,1491,2,-1,0,unknown,1
cellular,2,jun,329,2,-1,0,failure,0
telephone,19,jul,79,1,-1,0,unknown,0
unknown,10,jun,46,1,-1,0,unknown,1
unknown,4,apr,130,1,-1,0,unknown,0
unknown,2,apr,122,1,-1,0,unknown,0
cellular,5,apr,836,2,-1,0,unknown,0
cellular,8,aug,144,3,-1,0,unknown,0
cellular,9,jun,462,1,-1,0,unknown,0
cellular,13,may,58,3,-1,0,unknown,0
unknown,17,jul,267,4,-1,0,unknown,0
cellular,7,jan,273,1,-1,0,unknown,0
cellular,6,mar,70,3,-1,0,failure,0
unknown,4,nov,140,2,-1,0,unknown,0
cellular,18,jul,453,1,-1,0,failure,0
telephone,20,may,88,1,-1,3,unknown,1
cellular,21,may,78,1,-1,0,unknown,0
cellular,2,aug,112,1,-1,0,unknown,0
cellular,11,aug,435,4,-1,0,unknown,1
cellular,28,jun,57,2,-1,0,success,0
unknown,14,may,279,2,-1,0,failure,0
cellular,5,feb,251,1,-1,0,unknown,1
cellular,5,may,62,2,-1,0,other,0
cellular,4,jun,462,3,-1,0,failure,0
unknown,28,nov,38,2,-1,0,unknown,0
unknown,6,may,11,2,-1,0,failure,0
telephone,10,jul,298,1,-1,0,unknown,0
cellular,4,aug,1053,1,-1,0,success,0
cellular,2,may,131,2,-1,0,unknown,0
cellular,3,jul,176,2,-1,0,unknown,0
unknown,16,may,110,1,-1,0,unknown,0
cellular,6,feb,93,2,-1,0,failure,0
unknown,2,nov,193,2,-1,0,unknown,0
unknown,14,apr,42,1,-1,0,unknown,0
cellular,18,jul,332,2,-1,0,other,1
telephone,3,jun,26,1,-1,0,success,0
cellular,21,jul,482,1,-1,0,unknown,1
cellular,10,aug,171,2,222,0,unknown,0
telephone,12,jul,227,2,-1,0,unknown,0
cellular,16,jun,340,1,-1,0,failure,0
telephone,8,aug,22,2,-1,0,unknown,0
cellular,19,may,68,2,-1,0,unknown,0
cellular,9,may,147,1,76,0,unknown,0
cellular,7,jul,285,1,-1,0,unknown,1
cellular,14,jul,170,1,-1,0,unknown,1
cellular,13,jun,89,1,-1,0,failure,0
cellular,17,jun,284,2,-1,0,unknown,0
cellular,2,apr,147,2,-1,0,unknown,1
cellular,1,nov,92,2,-1,0,unknown,0
unknown,4,may,168,6,-1,0,unknown,0
cellular,20,aug,830,3,-1,0,unknown,0
cellular,21,jun,88,1,-1,0,unknown,0
telephone,20,jul,206,21,-1,2,success,0
cellular,5,may,443,2,-1,0,unknown,1
cellular,16,may,328,1,-1,0,unknown,0
telephone,9,jun,234,1,-1,0,failure,0
unknown,26,jul,230,3,-1,0,unknown,0
unknown,5,jul,369,2,-1,0,unknown,0
unknown,5,apr,180,2,-1,0,unknown,1
cellular,14,apr,288,2,-1,0,unknown,1
cellular,9,oct,274,2,-1,0,unknown,0
cellular,26,feb,279,4,-1,0,failure,0
unknown,7,feb,527,1,-1,0,unknown,0
cellular,2,may,569,2,-1,0,failure,0
telephone,1,may,138,2,-1,0,success,0
cellular,2,jul,545,1,-1,0,unknown,0
unknown,4,jul,220,2,-1,0,unknown,1
unknown,4,jun,116,2,-1,0,failure,0
cellular,20,jul,367,2,-1,0,unknown,0
cellular,14,apr,235,2,-1,0,unknown,0
cellular,15,apr,160,2,-1,0,unknown,0
cellular,19,aug,109,2,-1,0,unknown,0
cellular,3,aug,102,2,-1,0,unknown,0
cellular,2,jul,471,1,-1,0,unknown,0
cellular,24,apr,186,2,-1,0,unknown,0
cellular,5,nov,261,2,-1,2,unknown,1
unknown,10,jan,152,2,-1,0,unknown,1
cellular,26,aug,158,1,-1,0,unknown,0
cellular,4,aug,1303,2,61,0,failure,0
unknown,1,jul,556,2,-1,0,failure,1
cellular,14,oct,151,1,-1,0,unknown,0
cellular,26,jul,224,1,-1,0,unknown,0
telephone,9,nov,7,2,-1,0,unknown,1
cellular,14,jan,812,2,-1,0,unknown,1
unknown,9,jun,86,1,-1,0,failure,0
cellular,3,aug,227,2,-1,0,unknown,0
telephone,8,nov,50,1,-1,0,failure,0
telephone,8,jul,459,1,-1,0,unknown,0
unknown,22,apr,237,2,-1,0,unknown,0
cellular,12,aug,173,2,-1,0,unknown,0
cellular,18,sep,433,2,-1,1,unknown,0
unknown,4,may,167,4,-1,0,unknown,0
cellular,21,jul,29,1,-1,0,unknown,0
cellular,3,aug,253,2,-1,0,unknown,1
cellular,18,apr,40,2,-1,0,unknown,1
cellular,27,may,78,3,-1,0,unknown,0
cellular,2,may,1378,2,-1,0,unknown,0
unknown,16,may,391,1,-1,0,unknown,0
cellular,3,feb,82,1,-1,0,failure,0
unknown,6,jun,791,2,-1,0,unknown,0
cellular,18,jul,1450,2,-1,0,failure,0
cellular,12,nov,218,1,-1,0,failure,0
cellular,5,aug,179,2,-1,0,other,0
cellular,2,jul,40,2,-1,0,unknown,1
unknown,14,may,468,2,-1,0,other,0
unknown,1,oct,444,2,-1,0,failure,0
unknown,6,jun,68,2,-1,0,failure,0
unknown,15,nov,181,2,-1,0,unknown,0
cellular,3,jun,75,3,-1,0,unknown,0
cellular,21,jul,71,2,-1,0,unknown,0
cellular,14,may,1033,1,-1,0,unknown,0
unknown,3,aug,88,1,-1,0,unknown,0
cellular,16,nov,154,1,-1,0,unknown,0
cellular,5,nov,138,2,-1,0,failure,0
cellular,9,sep,15,3,-1,0,unknown,1
cellular,20,may,177,2,-1,0,unknown,1
unknown,14,nov,116,1,-1,0,unknown,0
cellular,4,jul,11,2,-1,0,unknown,1
cellular,14,nov,276,2,-1,0,unknown,1
unknown,7,nov,81,2,-1,0,unknown,0
cellular,7,apr,136,2,-1,0,unknown,1
cellular,3,apr,176,2,-1,0,unknown,1
telephone,13,apr,235,3,-1,0,failure,0
telephone,4,aug,342,1,-1,0,unknown,0
unknown,8,jul,364,1,-1,0,unknown,1
cellular,26,nov,25,1,-1,0,failure,1
cellular,16,may,220,2,-1,0,unknown,0
cellular,10,jan,130,1,-1,0,unknown,0
unknown,8,jul,87,1,-1,0,unknown,1
cellular,3,may,228,2,-1,0,failure,0
cellular,8,jul,20,2,51,0,unknown,0
unknown,18,sep,242,1,-1,0,unknown,0
unknown,6,sep,51,1,-1,0,unknown,0
cellular,12,may,1031,2,-1,0,failure,0
telephone,18,may,189,2,-1,0,other,1
cellular,9,may,316,1,-1,0,unknown,0
unknown,22,may,119,2,-1,0,unknown,0
unknown,4,nov,523,3,-1,0,unknown,1
unknown,9,feb,421,1,-1,0,unknown,1
cellular,11,dec,44,3,-1,0,unknown,1
unknown,9,jul,382,2,-1,0,unknown,1
unknown,3,jun,207,2,-1,0,unknown,1
cellular,3,aug,179,2,-1,0,unknown,0
cellular,2,may,181,2,-1,0,failure,1
cellular,10,jun,255,6,-1,0,unknown,0
unknown,3,aug,125,3,-1,0,failure,0
cellular,8,nov,236,6,-1,0,unknown,0
cellular,12,jun,146,2,-1,0,unknown,0
unknown,5,jun,65,1,-1,0,unknown,0
cellular,13,aug,163,4,-1,0,unknown,0
cellular,17,jul,403,2,-1,0,unknown,0
unknown,11,jun,59,2,-1,0,failure,0
unknown,4,feb,303,3,-1,0,unknown,0
cellular,2,jul,5,6,-1,0,unknown,1
cellular,7,jul,130,1,-1,0,failure,0
unknown,4,nov,64,5,-1,1,unknown,1
unknown,18,nov,591,2,-1,0,unknown,0
unknown,10,nov,623,2,-1,0,unknown,0
unknown,6,apr,257,2,-1,0,failure,1
cellular,8,jul,90,1,-1,0,unknown,0
cellular,17,jan,1618,11,-1,0,unknown,1
cellular,4,nov,179,3,49,0,unknown,0
unknown,11,may,39,1,-1,0,unknown,0
cellular,15,jul,434,2,-1,0,unknown,0
unknown,13,jul,44,2,-1,0,unknown,0
cellular,3,jul,116,4,-1,0,other,0
cellular,6,jan,48,3,-1,0,unknown,0
cellular,6,may,7,1,-1,0,failure,0
unknown,9,may,335,2,-1,0,unknown,0
cellular,13,may,368,1,-1,0,unknown,1
cellular,10,jul,111,2,-1,0,unknown,1
cellular,8,aug,842,2,-1,0,unknown,1
cellular,2,jul,98,1,-1,1,unknown,0
unknown,5,may,36,2,-1,0,unknown,0
unknown,6,jul,95,1,-1,0,failure,0
unknown,18,jul,45,2,-1,0,failure,1
cellular,8,apr,202,2,-1,0,unknown,0
cellular,11,feb,331,2,-1,0,unknown,0
cellular,23,jul,363,2,67,0,unknown,0
cellular,16,jan,270,1,-1,0,unknown,0
cellular,9,apr,81,2,-1,0,unknown,0
cellular,6,jun,277,2,-1,0,unknown,0
cellular,3,feb,469,2,-1,0,unknown,0
cellular,15,jul,413,1,-1,0,unknown,0
unknown,30,may,5,2,-1,0,unknown,0
cellular,5,apr,45,1,-1,0,unknown,0
unknown,3,jul,28,2,-1,0,failure,0
cellular,14,aug,634,2,-1,0,unknown,0
unknown,8,jun,186,1,-1,0,unknown,1
cellular,31,jul,290,2,-1,0,failure,0
cellular,18,jan,213,1,-1,0,failure,0
cellular,3,apr,125,1,-1,0,unknown,0
unknown,6,jul,83,2,-1,0,unknown,1
cellular,5,sep,292,1,-1,0,unknown,0
cellular,23,jun,896,2,-1,0,unknown,1
cellular,15,jan,19,1,-1,0,unknown,0
cellular,3,nov,78,1,-1,0,unknown,0
telephone,16,jul,474,2,-1,1,unknown,0
cellular,2,feb,354,3,-1,0,unknown,0
cellular,16,sep,1012,2,-1,0,unknown,0
cellular,9,feb,445,1,-1,0,unknown,0
cellular,8,apr,51,2,-1,0,unknown,0
cellular,8,aug,56,3,-1,0,unknown,1
telephone,2,jul,125,1,-1,0,unknown,1
telephone,12,jul,258,18,-1,0,unknown,0
unknown,16,may,160,1,-1,0,unknown,1
unknown,7,jul,25,1,-1,0,unknown,0
cellular,1,may,111,2,-1,0,unknown,1
cellular,16,jun,1231,1,-1,0,unknown,0
telephone,15,jul,74,2,-1,0,unknown,1
cellular,14,jul,283,2,-1,0,unknown,1
cellular,13,nov,161,3,-1,0,failure,0
cellular,1,nov,198,2,-1,0,unknown,0
telephone,3,jul,347,2,-1,0,unknown,0
unknown,14,jul,121,2,-1,0,unknown,0
cellular,10,mar,267,1,70,0,unknown,0
unknown,3,may,96,1,-1,0,success,0
telephone,8,aug,328,2,-1,0,unknown,0
unknown,16,aug,103,1,-1,1,unknown,0
unknown,21,nov,877,1,40,0,unknown,0
cellular,16,jul,66,2,-1,0,unknown,1
cellular,1,jul,841,2,-1,0,unknown,0
cellular,9,jul,83,2,-1,0,success,0
cellular,1,oct,31,3,-1,0,unknown,0
cellular,9,nov,86,1,61,0,unknown,0
cellular,15,jul,49,2,-1,0,unknown,1
cellular,11,may,198,2,-1,0,other,1
cellular,11,may,278,2,-1,0,unknown,0
cellular,4,apr,100,1,-1,0,unknown,0
cellular,21,jul,63,2,-1,5,unknown,0
cellular,5,aug,212,4,-1,5,unknown,0
cellular,8,jul,269,2,-1,0,unknown,0
cellular,20,apr,18,4,-1,0,failure,1
unknown,1,nov,339,2,-1,0,failure,0
telephone,3,nov,407,5,-1,5,unknown,0
cellular,15,feb,193,2,-1,0,unknown,1
unknown,17,nov,14,2,-1,0,unknown,1
unknown,17,nov,278,1,-1,0,other,0
telephone,10,may,77,1,-1,0,unknown,0
unknown,5,jun,155,2,26,1,unknown,0
cellular,3,aug,168,1,-1,0,unknown,0
cellular,4,may,237,2,-1,0,failure,1
cellular,12,jun,96,2,85,0,unknown,1
unknown,29,aug,142,1,-1,0,failure,1
cellular,11,jul,130,2,-1,0,unknown,0
cellular,1,may,472,2,-1,0,unknown,0
unknown,17,aug,165,1,-1,0,unknown,0
cellular,2,jul,107,6,-1,0,failure,0
unknown,28,aug,179,1,-1,0,failure,0
cellular,4,sep,42,2,-1,0,failure,0
telephone,28,jul,14,1,-1,0,unknown,1
cellular,26,may,181,2,-1,0,unknown,0
unknown,7,jun,884,2,42,0,unknown,0
cellular,14,jun,106,16,-1,0,unknown,0
cellular,4,jul,55,2,-1,0,failure,1
cellular,17,jun,306,2,-1,0,unknown,0
cellular,2,aug,1416,2,204,0,unknown,0
cellular,11,jul,403,2,-1,0,failure,0
cellular,26,jun,335,3,-1,0,unknown,0
telephone,16,jul,133,2,-1,0,unknown,1
cellular,11,jan,289,1,-1,0,unknown,0
unknown,10,aug,182,1,-1,0,unknown,1
unknown,4,jul,721,1,-1,0,unknown,0
cellular,11,jul,29,1,48,0,unknown,0
telephone,2,feb,151,2,-1,0,unknown,0
cellular,3,may,40,1,-1,0,unknown,0
telephone,6,jun,31,1,-1,0,failure,0
cellular,13,jul,871,1,-1,0,unknown,0
cellular,4,jun,301,1,-1,0,unknown,0
cellular,4,may,1041,2,-1,0,unknown,0
cellular,15,aug,46,14,-1,0,unknown,0
telephone,3,nov,234,1,-1,0,unknown,0
unknown,18,nov,296,2,-1,0,unknown,0
cellular,19,aug,247,3,-1,0,failure,1
unknown,3,may,50,2,-1,0,failure,0
cellular,24,apr,116,1,-1,0,unknown,1
unknown,8,jul,70,2,-1,0,unknown,0
cellular,9,jun,197,2,-1,0,unknown,0
cellular,12,nov,105,2,-1,0,failure,0
cellular,10,may,720,1,-1,0,unknown,0
cellular,2,jun,884,1,-1,0,unknown,0
unknown,19,may,11,2,-1,0,unknown,1
cellular,3,mar,578,2,-1,0,unknown,0
cellular,1,jun,180,1,-1,0,unknown,0
cellular,16,jul,81,1,-1,0,unknown,0
cellular,7,dec,60,2,-1,0,failure,0
cellular,21,aug,366,4,-1,0,unknown,0
unknown,7,jun,388,1,-1,0,failure,0
cellular,9,may,94,1,-1,0,unknown,0
cellular,12,jun,377,1,-1,0,unknown,0
cellular,27,jul,75,2,-1,0,unknown,0
cellular,31,jun,226,1,-1,0,unknown,0
cellular,3,nov,241,6,-1,0,unknown,0
cellular,31,apr,5,2,-1,0,failure,0
cellular,3,may,98,2,-1,0,failure,0
unknown,10,jun,157,2,-1,0,failure,0
cellular,6,apr,953,2,-1,0,unknown,1
cellular,23,jul,340,1,-1,0,unknown,0
cellular,8,nov,7,2,-1,0,unknown,0
cellular,7,jul,229,6,-1,0,unknown,1
telephone,7,jul,324,2,-1,0,unknown,0
cellular,17,may,8,2,-1,0,unknown,0
unknown,21,may,195,1,-1,0,unknown,1
telephone,6,apr,365,2,-1,0,unknown,0
cellular,13,feb,186,2,75,0,unknown,0
cellular,15,jul,1563,1,-1,0,unknown,0
cellular,19,apr,188,2,-1,0,unknown,0
cellular,13,jun,144,1,-1,0,unknown,1
cellular,12,jul,74,1,-1,0,failure,0
cellular,19,aug,205,2,-1,0,unknown,0
cellular,1,jul,173,1,-1,0,unknown,0
cellular,5,jul,87,2,-1,0,unknown,0
cellular,11,feb,273,1,105,0,unknown,0
telephone,29,may,104,4,-1,0,other,0
unknown,20,jul,38,3,-1,0,unknown,0
cellular,12,feb,615,2,-1,0,success,0
cellular,7,may,312,1,-1,0,unknown,1
cellular,10,jul,106,2,56,0,unknown,1
unknown,15,jul,126,1,-1,0,unknown,1
cellular,2,may,570,1,-1,0,failure,0
cellular,2,jul,187,2,-1,0,failure,1
unknown,12,jul,49,2,91,0,unknown,0
cellular,14,jul,352,2,-1,0,unknown,1
cellular,2,jul,410,2,-1,0,unknown,0
cellular,2,nov,170,2,-1,0,unknown,0
unknown,3,aug,38,1,-1,0,unknown,0
cellular,12,jun,300,3,-1,0,failure,0
cellular,2,aug,369,2,-1,0,unknown,0
cellular,13,may,100,1,-1,0,unknown,0
unknown,9,jul,265,2,-1,0,unknown,0
unknown,21,aug,207,3,-1,0,unknown,1
cellular,3,nov,104,1,-1,0,unknown,0
telephone,19,aug,380,1,20,0,failure,1
cellular,31,aug,113,2,-1,0,unknown,0
cellular,5,jun,53,1,-1,0,failure,0
cellular,23,may,266,1,-1,0,failure,0
unknown,5,jul,6,1,-1,0,unknown,0
cellular,7,jul,73,3,-1,0,unknown,1
cellular,5,nov,7,1,-1,0,unknown,1
cellular,15,jul,347,1,-1,0,failure,1
unknown,1,jun,244,2,-1,0,unknown,0
unknown,17,jul,69,2,-1,0,unknown,0
cellular,19,nov,592,1,-1,0,unknown,0
